record_id,student_id,academic_year,level,term,record_date,academic_scores
139,S012,2023/2024,8,Q3,2024-04-30,"{""pendidikan_agama"": 83, ""pendidikan_pancasila"": 88, ""bahasa_indonesia"": 64, ""matematika"": 96, ""bahasa_inggris"": 68, ""fisika"": 93, ""kimia"": 83, ""biologi"": 85, ""sosiologi"": 80, ""ekonomi"": 77, ""geografi"": 75, ""pjok"": 67, ""informatika"": 61, ""seni_dan_prakarya"": 71}"
140,S012,2023/2024,8,Q4,2024-07-31,"{""pendidikan_agama"": 91, ""pendidikan_pancasila"": 93, ""bahasa_indonesia"": 84, ""matematika"": 95, ""bahasa_inggris"": 67, ""fisika"": 76, ""kimia"": 76, ""biologi"": 88, ""sosiologi"": 73, ""ekonomi"": 99, ""geografi"": 78, ""pjok"": 91, ""informatika"": 72, ""seni_dan_prakarya"": 67}"
141,S012,2024/2025,9,Q1,2024-10-31,"{""pendidikan_agama"": 68, ""pendidikan_pancasila"": 64, ""bahasa_indonesia"": 88, ""matematika"": 71, ""bahasa_inggris"": 88, ""fisika"": 65, ""kimia"": 80, ""biologi"": 82, ""sosiologi"": 64, ""ekonomi"": 95, ""geografi"": 94, ""pjok"": 78, ""informatika"": 79, ""seni_dan_prakarya"": 70}"
142,S012,2024/2025,9,Q2,2025-01-31,"{""pendidikan_agama"": 100, ""pendidikan_pancasila"": 71, ""bahasa_indonesia"": 83, ""matematika"": 92, ""bahasa_inggris"": 74, ""fisika"": 67, ""kimia"": 72, ""biologi"": 68, ""sosiologi"": 75, ""ekonomi"": 91, ""geografi"": 61, ""pjok"": 83, ""informatika"": 95, ""seni_dan_prakarya"": 96}"
143,S012,2024/2025,9,Q3,2025-04-30,"{""pendidikan_agama"": 83, ""pendidikan_pancasila"": 89, ""bahasa_indonesia"": 95, ""matematika"": 68, ""bahasa_inggris"": 99, ""fisika"": 65, ""kimia"": 64, ""biologi"": 79, ""sosiologi"": 85, ""ekonomi"": 90, ""geografi"": 93, ""pjok"": 86, ""informatika"": 86, ""seni_dan_prakarya"": 96}"
144,S012,2024/2025,9,Q4,2025-07-31,"{""pendidikan_agama"": 64, ""pendidikan_pancasila"": 68, ""bahasa_indonesia"": 80, ""matematika"": 64, ""bahasa_inggris"": 88, ""fisika"": 89, ""kimia"": 93, ""biologi"": 82, ""sosiologi"": 68, ""ekonomi"": 95, ""geografi"": 100, ""pjok"": 97, ""informatika"": 71, ""seni_dan_prakarya"": 68}"
145,S013,2022/2023,7,Q1,2022-10-31,"{""pendidikan_agama"": 87, ""pendidikan_pancasila"": 92, ""bahasa_indonesia"": 63, ""matematika"": 67, ""bahasa_inggris"": 93, ""fisika"": 69, ""kimia"": 79, ""biologi"": 70, ""sosiologi"": 70, ""ekonomi"": 80, ""geografi"": 74, ""pjok"": 82, ""informatika"": 93, ""seni_dan_prakarya"": 78}"
146,S013,2022/2023,7,Q2,2023-01-31,"{""pendidikan_agama"": 65, ""pendidikan_pancasila"": 76, ""bahasa_indonesia"": 72, ""matematika"": 100, ""bahasa_inggris"": 95, ""fisika"": 77, ""kimia"": 68, ""biologi"": 100, ""sosiologi"": 79, ""ekonomi"": 99, ""geografi"": 94, ""pjok"": 65, ""informatika"": 92, ""seni_dan_prakarya"": 70}"
147,S013,2022/2023,7,Q3,2023-04-30,"{""pendidikan_agama"": 97, ""pendidikan_pancasila"": 97, ""bahasa_indonesia"": 69, ""matematika"": 70, ""bahasa_inggris"": 99, ""fisika"": 98, ""kimia"": 81, ""biologi"": 96, ""sosiologi"": 62, ""ekonomi"": 61, ""geografi"": 65, ""pjok"": 62, ""informatika"": 96, ""seni_dan_prakarya"": 76}"
148,S013,2022/2023,7,Q4,2023-07-31,"{""pendidikan_agama"": 73, ""pendidikan_pancasila"": 96, ""bahasa_indonesia"": 86, ""matematika"": 99, ""bahasa_inggris"": 100, ""fisika"": 61, ""kimia"": 91, ""biologi"": 100, ""sosiologi"": 94, ""ekonomi"": 78, ""geografi"": 79, ""pjok"": 90, ""informatika"": 75, ""seni_dan_prakarya"": 85}"
149,S013,2023/2024,8,Q1,2023-10-31,"{""pendidikan_agama"": 79, ""pendidikan_pancasila"": 89, ""bahasa_indonesia"": 64, ""matematika"": 63, ""bahasa_inggris"": 70, ""fisika"": 88, ""kimia"": 86, ""biologi"": 90, ""sosiologi"": 89, ""ekonomi"": 73, ""geografi"": 81, ""pjok"": 98, ""informatika"": 69, ""seni_dan_prakarya"": 80}"
150,S013,2023/2024,8,Q2,2024-01-31,"{""pendidikan_agama"": 80, ""pendidikan_pancasila"": 82, ""bahasa_indonesia"": 85, ""matematika"": 68, ""bahasa_inggris"": 83, ""fisika"": 92, ""kimia"": 95, ""biologi"": 66, ""sosiologi"": 80, ""ekonomi"": 75, ""geografi"": 89, ""pjok"": 67, ""informatika"": 77, ""seni_dan_prakarya"": 88}"
151,S013,2023/2024,8,Q3,2024-04-30,"{""pendidikan_agama"": 75, ""pendidikan_pancasila"": 69, ""bahasa_indonesia"": 66, ""matematika"": 63, ""bahasa_inggris"": 78, ""fisika"": 84, ""kimia"": 99, ""biologi"": 86, ""sosiologi"": 75, ""ekonomi"": 70, ""geografi"": 80, ""pjok"": 96, ""informatika"": 80, ""seni_dan_prakarya"": 72}"
152,S013,2023/2024,8,Q4,2024-07-31,"{""pendidikan_agama"": 70, ""pendidikan_pancasila"": 91, ""bahasa_indonesia"": 92, ""matematika"": 89, ""bahasa_inggris"": 91, ""fisika"": 79, ""kimia"": 91, ""biologi"": 61, ""sosiologi"": 65, ""ekonomi"": 85, ""geografi"": 92, ""pjok"": 89, ""informatika"": 75, ""seni_dan_prakarya"": 73}"
153,S013,2024/2025,9,Q1,2024-10-31,"{""pendidikan_agama"": 97, ""pendidikan_pancasila"": 82, ""bahasa_indonesia"": 63, ""matematika"": 63, ""bahasa_inggris"": 78, ""fisika"": 91, ""kimia"": 98, ""biologi"": 90, ""sosiologi"": 78, ""ekonomi"": 94, ""geografi"": 60, ""pjok"": 66, ""informatika"": 87, ""seni_dan_prakarya"": 68}"
154,S013,2024/2025,9,Q2,2025-01-31,"{""pendidikan_agama"": 76, ""pendidikan_pancasila"": 83, ""bahasa_indonesia"": 85, ""matematika"": 83, ""bahasa_inggris"": 62, ""fisika"": 85, ""kimia"": 63, ""biologi"": 96, ""sosiologi"": 95, ""ekonomi"": 72, ""geografi"": 83, ""pjok"": 95, ""informatika"": 78, ""seni_dan_prakarya"": 64}"
155,S013,2024/2025,9,Q3,2025-04-30,"{""pendidikan_agama"": 84, ""pendidikan_pancasila"": 92, ""bahasa_indonesia"": 88, ""matematika"": 95, ""bahasa_inggris"": 77, ""fisika"": 99, ""kimia"": 99, ""biologi"": 67, ""sosiologi"": 68, ""ekonomi"": 66, ""geografi"": 85, ""pjok"": 83, ""informatika"": 81, ""seni_dan_prakarya"": 95}"
156,S013,2024/2025,9,Q4,2025-07-31,"{""pendidikan_agama"": 83, ""pendidikan_pancasila"": 69, ""bahasa_indonesia"": 72, ""matematika"": 98, ""bahasa_inggris"": 92, ""fisika"": 85, ""kimia"": 92, ""biologi"": 62, ""sosiologi"": 62, ""ekonomi"": 62, ""geografi"": 68, ""pjok"": 81, ""informatika"": 90, ""seni_dan_prakarya"": 93}"
157,S014,2022/2023,7,Q1,2022-10-31,"{""pendidikan_agama"": 89, ""pendidikan_pancasila"": 69, ""bahasa_indonesia"": 98, ""matematika"": 92, ""bahasa_inggris"": 68, ""fisika"": 80, ""kimia"": 99, ""biologi"": 80, ""sosiologi"": 70, ""ekonomi"": 85, ""geografi"": 99, ""pjok"": 79, ""informatika"": 97, ""seni_dan_prakarya"": 81}"
158,S014,2022/2023,7,Q2,2023-01-31,"{""pendidikan_agama"": 92, ""pendidikan_pancasila"": 92, ""bahasa_indonesia"": 94, ""matematika"": 91, ""bahasa_inggris"": 96, ""fisika"": 79, ""kimia"": 90, ""biologi"": 61, ""sosiologi"": 83, ""ekonomi"": 81, ""geografi"": 67, ""pjok"": 86, ""informatika"": 97, ""seni_dan_prakarya"": 79}"
159,S014,2022/2023,7,Q3,2023-04-30,"{""pendidikan_agama"": 100, ""pendidikan_pancasila"": 61, ""bahasa_indonesia"": 98, ""matematika"": 90, ""bahasa_inggris"": 76, ""fisika"": 97, ""kimia"": 96, ""biologi"": 74, ""sosiologi"": 63, ""ekonomi"": 97, ""geografi"": 90, ""pjok"": 70, ""informatika"": 93, ""seni_dan_prakarya"": 100}"
160,S014,2022/2023,7,Q4,2023-07-31,"{""pendidikan_agama"": 99, ""pendidikan_pancasila"": 84, ""bahasa_indonesia"": 69, ""matematika"": 75, ""bahasa_inggris"": 62, ""fisika"": 96, ""kimia"": 67, ""biologi"": 72, ""sosiologi"": 61, ""ekonomi"": 88, ""geografi"": 80, ""pjok"": 86, ""informatika"": 69, ""seni_dan_prakarya"": 86}"
161,S014,2023/2024,8,Q1,2023-10-31,"{""pendidikan_agama"": 73, ""pendidikan_pancasila"": 86, ""bahasa_indonesia"": 92, ""matematika"": 99, ""bahasa_inggris"": 90, ""fisika"": 63, ""kimia"": 68, ""biologi"": 93, ""sosiologi"": 73, ""ekonomi"": 95, ""geografi"": 80, ""pjok"": 90, ""informatika"": 93, ""seni_dan_prakarya"": 84}"
162,S014,2023/2024,8,Q2,2024-01-31,"{""pendidikan_agama"": 80, ""pendidikan_pancasila"": 71, ""bahasa_indonesia"": 89, ""matematika"": 94, ""bahasa_inggris"": 81, ""fisika"": 94, ""kimia"": 82, ""biologi"": 76, ""sosiologi"": 99, ""ekonomi"": 90, ""geografi"": 72, ""pjok"": 75, ""informatika"": 77, ""seni_dan_prakarya"": 95}"
163,S014,2023/2024,8,Q3,2024-04-30,"{""pendidikan_agama"": 79, ""pendidikan_pancasila"": 74, ""bahasa_indonesia"": 79, ""matematika"": 78, ""bahasa_inggris"": 73, ""fisika"": 91, ""kimia"": 80, ""biologi"": 90, ""sosiologi"": 82, ""ekonomi"": 95, ""geografi"": 77, ""pjok"": 78, ""informatika"": 67, ""seni_dan_prakarya"": 96}"
164,S014,2023/2024,8,Q4,2024-07-31,"{""pendidikan_agama"": 94, ""pendidikan_pancasila"": 84, ""bahasa_indonesia"": 85, ""matematika"": 82, ""bahasa_inggris"": 69, ""fisika"": 78, ""kimia"": 62, ""biologi"": 78, ""sosiologi"": 65, ""ekonomi"": 82, ""geografi"": 88, ""pjok"": 76, ""informatika"": 90, ""seni_dan_prakarya"": 73}"
165,S014,2024/2025,9,Q1,2024-10-31,"{""pendidikan_agama"": 72, ""pendidikan_pancasila"": 94, ""bahasa_indonesia"": 77, ""matematika"": 95, ""bahasa_inggris"": 77, ""fisika"": 68, ""kimia"": 66, ""biologi"": 99, ""sosiologi"": 97, ""ekonomi"": 75, ""geografi"": 75, ""pjok"": 63, ""informatika"": 93, ""seni_dan_prakarya"": 74}"
166,S014,2024/2025,9,Q2,2025-01-31,"{""pendidikan_agama"": 100, ""pendidikan_pancasila"": 74, ""bahasa_indonesia"": 63, ""matematika"": 66, ""bahasa_inggris"": 86, ""fisika"": 81, ""kimia"": 90, ""biologi"": 66, ""sosiologi"": 68, ""ekonomi"": 60, ""geografi"": 95, ""pjok"": 70, ""informatika"": 86, ""seni_dan_prakarya"": 90}"
167,S014,2024/2025,9,Q3,2025-04-30,"{""pendidikan_agama"": 90, ""pendidikan_pancasila"": 72, ""bahasa_indonesia"": 78, ""matematika"": 80, ""bahasa_inggris"": 78, ""fisika"": 63, ""kimia"": 65, ""biologi"": 96, ""sosiologi"": 74, ""ekonomi"": 94, ""geografi"": 62, ""pjok"": 71, ""informatika"": 86, ""seni_dan_prakarya"": 71}"
168,S014,2024/2025,9,Q4,2025-07-31,"{""pendidikan_agama"": 62, ""pendidikan_pancasila"": 85, ""bahasa_indonesia"": 91, ""matematika"": 71, ""bahasa_inggris"": 78, ""fisika"": 62, ""kimia"": 60, ""biologi"": 79, ""sosiologi"": 96, ""ekonomi"": 98, ""geografi"": 66, ""pjok"": 81, ""informatika"": 78, ""seni_dan_prakarya"": 89}"
169,S015,2022/2023,7,Q1,2022-10-31,"{""pendidikan_agama"": 94, ""pendidikan_pancasila"": 93, ""bahasa_indonesia"": 91, ""matematika"": 68, ""bahasa_inggris"": 92, ""fisika"": 89, ""kimia"": 77, ""biologi"": 72, ""sosiologi"": 67, ""ekonomi"": 81, ""geografi"": 70, ""pjok"": 89, ""informatika"": 76, ""seni_dan_prakarya"": 71}"
170,S015,2022/2023,7,Q2,2023-01-31,"{""pendidikan_agama"": 60, ""pendidikan_pancasila"": 81, ""bahasa_indonesia"": 78, ""matematika"": 96, ""bahasa_inggris"": 72, ""fisika"": 71, ""kimia"": 99, ""biologi"": 100, ""sosiologi"": 85, ""ekonomi"": 87, ""geografi"": 92, ""pjok"": 80, ""informatika"": 65, ""seni_dan_prakarya"": 85}"
171,S015,2022/2023,7,Q3,2023-04-30,"{""pendidikan_agama"": 66, ""pendidikan_pancasila"": 71, ""bahasa_indonesia"": 68, ""matematika"": 90, ""bahasa_inggris"": 80, ""fisika"": 75, ""kimia"": 60, ""biologi"": 76, ""sosiologi"": 84, ""ekonomi"": 75, ""geografi"": 88, ""pjok"": 77, ""informatika"": 81, ""seni_dan_prakarya"": 79}"
172,S015,2022/2023,7,Q4,2023-07-31,"{""pendidikan_agama"": 97, ""pendidikan_pancasila"": 96, ""bahasa_indonesia"": 60, ""matematika"": 76, ""bahasa_inggris"": 83, ""fisika"": 75, ""kimia"": 63, ""biologi"": 67, ""sosiologi"": 89, ""ekonomi"": 79, ""geografi"": 70, ""pjok"": 85, ""informatika"": 92, ""seni_dan_prakarya"": 79}"
173,S015,2023/2024,8,Q1,2023-10-31,"{""pendidikan_agama"": 67, ""pendidikan_pancasila"": 100, ""bahasa_indonesia"": 78, ""matematika"": 83, ""bahasa_inggris"": 99, ""fisika"": 74, ""kimia"": 74, ""biologi"": 68, ""sosiologi"": 90, ""ekonomi"": 69, ""geografi"": 89, ""pjok"": 98, ""informatika"": 83, ""seni_dan_prakarya"": 86}"
174,S015,2023/2024,8,Q2,2024-01-31,"{""pendidikan_agama"": 95, ""pendidikan_pancasila"": 90, ""bahasa_indonesia"": 94, ""matematika"": 73, ""bahasa_inggris"": 75, ""fisika"": 98, ""kimia"": 65, ""biologi"": 93, ""sosiologi"": 88, ""ekonomi"": 93, ""geografi"": 83, ""pjok"": 64, ""informatika"": 96, ""seni_dan_prakarya"": 67}"
175,S015,2023/2024,8,Q3,2024-04-30,"{""pendidikan_agama"": 63, ""pendidikan_pancasila"": 95, ""bahasa_indonesia"": 92, ""matematika"": 72, ""bahasa_inggris"": 96, ""fisika"": 94, ""kimia"": 69, ""biologi"": 70, ""sosiologi"": 80, ""ekonomi"": 93, ""geografi"": 88, ""pjok"": 67, ""informatika"": 73, ""seni_dan_prakarya"": 97}"
176,S015,2023/2024,8,Q4,2024-07-31,"{""pendidikan_agama"": 91, ""pendidikan_pancasila"": 65, ""bahasa_indonesia"": 92, ""matematika"": 88, ""bahasa_inggris"": 63, ""fisika"": 89, ""kimia"": 68, ""biologi"": 92, ""sosiologi"": 86, ""ekonomi"": 89, ""geografi"": 96, ""pjok"": 63, ""informatika"": 95, ""seni_dan_prakarya"": 89}"
177,S015,2024/2025,9,Q1,2024-10-31,"{""pendidikan_agama"": 79, ""pendidikan_pancasila"": 61, ""bahasa_indonesia"": 85, ""matematika"": 76, ""bahasa_inggris"": 60, ""fisika"": 73, ""kimia"": 97, ""biologi"": 64, ""sosiologi"": 62, ""ekonomi"": 87, ""geografi"": 82, ""pjok"": 64, ""informatika"": 94, ""seni_dan_prakarya"": 63}"
178,S015,2024/2025,9,Q2,2025-01-31,"{""pendidikan_agama"": 64, ""pendidikan_pancasila"": 90, ""bahasa_indonesia"": 62, ""matematika"": 78, ""bahasa_inggris"": 86, ""fisika"": 71, ""kimia"": 68, ""biologi"": 86, ""sosiologi"": 83, ""ekonomi"": 84, ""geografi"": 88, ""pjok"": 84, ""informatika"": 84, ""seni_dan_prakarya"": 65}"
179,S015,2024/2025,9,Q3,2025-04-30,"{""pendidikan_agama"": 94, ""pendidikan_pancasila"": 68, ""bahasa_indonesia"": 82, ""matematika"": 67, ""bahasa_inggris"": 71, ""fisika"": 94, ""kimia"": 85, ""biologi"": 93, ""sosiologi"": 68, ""ekonomi"": 74, ""geografi"": 60, ""pjok"": 61, ""informatika"": 79, ""seni_dan_prakarya"": 89}"
180,S015,2024/2025,9,Q4,2025-07-31,"{""pendidikan_agama"": 94, ""pendidikan_pancasila"": 87, ""bahasa_indonesia"": 94, ""matematika"": 84, ""bahasa_inggris"": 74, ""fisika"": 75, ""kimia"": 89, ""biologi"": 82, ""sosiologi"": 69, ""ekonomi"": 77, ""geografi"": 72, ""pjok"": 67, ""informatika"": 62, ""seni_dan_prakarya"": 86}"
181,S016,2022/2023,7,Q1,2022-10-31,"{""pendidikan_agama"": 99, ""pendidikan_pancasila"": 61, ""bahasa_indonesia"": 75, ""matematika"": 73, ""bahasa_inggris"": 64, ""fisika"": 66, ""kimia"": 98, ""biologi"": 62, ""sosiologi"": 88, ""ekonomi"": 98, ""geografi"": 63, ""pjok"": 75, ""informatika"": 62, ""seni_dan_prakarya"": 85}"
182,S016,2022/2023,7,Q2,2023-01-31,"{""pendidikan_agama"": 88, ""pendidikan_pancasila"": 74, ""bahasa_indonesia"": 94, ""matematika"": 73, ""bahasa_inggris"": 63, ""fisika"": 68, ""kimia"": 92, ""biologi"": 78, ""sosiologi"": 74, ""ekonomi"": 96, ""geografi"": 80, ""pjok"": 96, ""informatika"": 98, ""seni_dan_prakarya"": 80}"
183,S016,2022/2023,7,Q3,2023-04-30,"{""pendidikan_agama"": 75, ""pendidikan_pancasila"": 79, ""bahasa_indonesia"": 69, ""matematika"": 93, ""bahasa_inggris"": 74, ""fisika"": 86, ""kimia"": 79, ""biologi"": 77, ""sosiologi"": 63, ""ekonomi"": 95, ""geografi"": 97, ""pjok"": 71, ""informatika"": 100, ""seni_dan_prakarya"": 87}"
184,S016,2022/2023,7,Q4,2023-07-31,"{""pendidikan_agama"": 95, ""pendidikan_pancasila"": 91, ""bahasa_indonesia"": 63, ""matematika"": 82, ""bahasa_inggris"": 84, ""fisika"": 93, ""kimia"": 80, ""biologi"": 86, ""sosiologi"": 86, ""ekonomi"": 69, ""geografi"": 79, ""pjok"": 84, ""informatika"": 71, ""seni_dan_prakarya"": 94}"
185,S016,2023/2024,8,Q1,2023-10-31,"{""pendidikan_agama"": 90, ""pendidikan_pancasila"": 75, ""bahasa_indonesia"": 74, ""matematika"": 79, ""bahasa_inggris"": 69, ""fisika"": 89, ""kimia"": 63, ""biologi"": 95, ""sosiologi"": 86, ""ekonomi"": 86, ""geografi"": 95, ""pjok"": 93, ""informatika"": 68, ""seni_dan_prakarya"": 84}"
186,S016,2023/2024,8,Q2,2024-01-31,"{""pendidikan_agama"": 75, ""pendidikan_pancasila"": 76, ""bahasa_indonesia"": 73, ""matematika"": 81, ""bahasa_inggris"": 65, ""fisika"": 88, ""kimia"": 83, ""biologi"": 65, ""sosiologi"": 94, ""ekonomi"": 72, ""geografi"": 63, ""pjok"": 77, ""informatika"": 84, ""seni_dan_prakarya"": 98}"
187,S016,2023/2024,8,Q3,2024-04-30,"{""pendidikan_agama"": 98, ""pendidikan_pancasila"": 62, ""bahasa_indonesia"": 64, ""matematika"": 72, ""bahasa_inggris"": 97, ""fisika"": 95, ""kimia"": 73, ""biologi"": 90, ""sosiologi"": 73, ""ekonomi"": 81, ""geografi"": 79, ""pjok"": 60, ""informatika"": 73, ""seni_dan_prakarya"": 72}"
188,S016,2023/2024,8,Q4,2024-07-31,"{""pendidikan_agama"": 67, ""pendidikan_pancasila"": 90, ""bahasa_indonesia"": 75, ""matematika"": 98, ""bahasa_inggris"": 73, ""fisika"": 85, ""kimia"": 75, ""biologi"": 95, ""sosiologi"": 80, ""ekonomi"": 78, ""geografi"": 84, ""pjok"": 89, ""informatika"": 94, ""seni_dan_prakarya"": 82}"
189,S016,2024/2025,9,Q1,2024-10-31,"{""pendidikan_agama"": 79, ""pendidikan_pancasila"": 76, ""bahasa_indonesia"": 83, ""matematika"": 92, ""bahasa_inggris"": 91, ""fisika"": 89, ""kimia"": 66, ""biologi"": 90, ""sosiologi"": 80, ""ekonomi"": 73, ""geografi"": 83, ""pjok"": 80, ""informatika"": 86, ""seni_dan_prakarya"": 62}"
190,S016,2024/2025,9,Q2,2025-01-31,"{""pendidikan_agama"": 96, ""pendidikan_pancasila"": 74, ""bahasa_indonesia"": 69, ""matematika"": 61, ""bahasa_inggris"": 76, ""fisika"": 95, ""kimia"": 97, ""biologi"": 97, ""sosiologi"": 86, ""ekonomi"": 78, ""geografi"": 69, ""pjok"": 72, ""informatika"": 81, ""seni_dan_prakarya"": 74}"
191,S016,2024/2025,9,Q3,2025-04-30,"{""pendidikan_agama"": 84, ""pendidikan_pancasila"": 96, ""bahasa_indonesia"": 75, ""matematika"": 91, ""bahasa_inggris"": 95, ""fisika"": 81, ""kimia"": 76, ""biologi"": 91, ""sosiologi"": 91, ""ekonomi"": 89, ""geografi"": 70, ""pjok"": 82, ""informatika"": 70, ""seni_dan_prakarya"": 68}"
192,S016,2024/2025,9,Q4,2025-07-31,"{""pendidikan_agama"": 94, ""pendidikan_pancasila"": 91, ""bahasa_indonesia"": 71, ""matematika"": 94, ""bahasa_inggris"": 63, ""fisika"": 93, ""kimia"": 62, ""biologi"": 64, ""sosiologi"": 63, ""ekonomi"": 60, ""geografi"": 86, ""pjok"": 68, ""informatika"": 100, ""seni_dan_prakarya"": 74}"
193,S017,2022/2023,7,Q1,2022-10-31,"{""pendidikan_agama"": 64, ""pendidikan_pancasila"": 69, ""bahasa_indonesia"": 60, ""matematika"": 73, ""bahasa_inggris"": 92, ""fisika"": 89, ""kimia"": 83, ""biologi"": 63, ""sosiologi"": 99, ""ekonomi"": 100, ""geografi"": 99, ""pjok"": 90, ""informatika"": 91, ""seni_dan_prakarya"": 61}"
194,S017,2022/2023,7,Q2,2023-01-31,"{""pendidikan_agama"": 60, ""pendidikan_pancasila"": 94, ""bahasa_indonesia"": 95, ""matematika"": 86, ""bahasa_inggris"": 60, ""fisika"": 61, ""kimia"": 93, ""biologi"": 77, ""sosiologi"": 94, ""ekonomi"": 78, ""geografi"": 61, ""pjok"": 92, ""informatika"": 87, ""seni_dan_prakarya"": 71}"
195,S017,2022/2023,7,Q3,2023-04-30,"{""pendidikan_agama"": 66, ""pendidikan_pancasila"": 66, ""bahasa_indonesia"": 93, ""matematika"": 69, ""bahasa_inggris"": 75, ""fisika"": 72, ""kimia"": 99, ""biologi"": 93, ""sosiologi"": 76, ""ekonomi"": 82, ""geografi"": 77, ""pjok"": 85, ""informatika"": 65, ""seni_dan_prakarya"": 83}"
196,S017,2022/2023,7,Q4,2023-07-31,"{""pendidikan_agama"": 85, ""pendidikan_pancasila"": 89, ""bahasa_indonesia"": 96, ""matematika"": 75, ""bahasa_inggris"": 74, ""fisika"": 79, ""kimia"": 65, ""biologi"": 62, ""sosiologi"": 65, ""ekonomi"": 85, ""geografi"": 84, ""pjok"": 84, ""informatika"": 95, ""seni_dan_prakarya"": 90}"
197,S017,2023/2024,8,Q1,2023-10-31,"{""pendidikan_agama"": 63, ""pendidikan_pancasila"": 100, ""bahasa_indonesia"": 60, ""matematika"": 70, ""bahasa_inggris"": 65, ""fisika"": 91, ""kimia"": 87, ""biologi"": 81, ""sosiologi"": 96, ""ekonomi"": 66, ""geografi"": 93, ""pjok"": 62, ""informatika"": 74, ""seni_dan_prakarya"": 73}"
198,S017,2023/2024,8,Q2,2024-01-31,"{""pendidikan_agama"": 96, ""pendidikan_pancasila"": 90, ""bahasa_indonesia"": 77, ""matematika"": 62, ""bahasa_inggris"": 64, ""fisika"": 77, ""kimia"": 94, ""biologi"": 96, ""sosiologi"": 62, ""ekonomi"": 71, ""geografi"": 80, ""pjok"": 61, ""informatika"": 73, ""seni_dan_prakarya"": 97}"
199,S017,2023/2024,8,Q3,2024-04-30,"{""pendidikan_agama"": 69, ""pendidikan_pancasila"": 85, ""bahasa_indonesia"": 64, ""matematika"": 79, ""bahasa_inggris"": 70, ""fisika"": 96, ""kimia"": 75, ""biologi"": 96, ""sosiologi"": 84, ""ekonomi"": 94, ""geografi"": 81, ""pjok"": 84, ""informatika"": 68, ""seni_dan_prakarya"": 65}"
200,S017,2023/2024,8,Q4,2024-07-31,"{""pendidikan_agama"": 92, ""pendidikan_pancasila"": 82, ""bahasa_indonesia"": 63, ""matematika"": 66, ""bahasa_inggris"": 87, ""fisika"": 74, ""kimia"": 64, ""biologi"": 81, ""sosiologi"": 98, ""ekonomi"": 99, ""geografi"": 98, ""pjok"": 85, ""informatika"": 80, ""seni_dan_prakarya"": 61}"
201,S017,2024/2025,9,Q1,2024-10-31,"{""pendidikan_agama"": 100, ""pendidikan_pancasila"": 77, ""bahasa_indonesia"": 88, ""matematika"": 91, ""bahasa_inggris"": 74, ""fisika"": 82, ""kimia"": 95, ""biologi"": 84, ""sosiologi"": 87, ""ekonomi"": 71, ""geografi"": 97, ""pjok"": 84, ""informatika"": 65, ""seni_dan_prakarya"": 99}"
202,S017,2024/2025,9,Q2,2025-01-31,"{""pendidikan_agama"": 78, ""pendidikan_pancasila"": 75, ""bahasa_indonesia"": 64, ""matematika"": 65, ""bahasa_inggris"": 77, ""fisika"": 69, ""kimia"": 84, ""biologi"": 100, ""sosiologi"": 69, ""ekonomi"": 84, ""geografi"": 80, ""pjok"": 83, ""informatika"": 66, ""seni_dan_prakarya"": 65}"
203,S017,2024/2025,9,Q3,2025-04-30,"{""pendidikan_agama"": 60, ""pendidikan_pancasila"": 79, ""bahasa_indonesia"": 88, ""matematika"": 83, ""bahasa_inggris"": 77, ""fisika"": 66, ""kimia"": 68, ""biologi"": 65, ""sosiologi"": 71, ""ekonomi"": 87, ""geografi"": 88, ""pjok"": 95, ""informatika"": 95, ""seni_dan_prakarya"": 92}"
204,S017,2024/2025,9,Q4,2025-07-31,"{""pendidikan_agama"": 86, ""pendidikan_pancasila"": 66, ""bahasa_indonesia"": 61, ""matematika"": 65, ""bahasa_inggris"": 82, ""fisika"": 95, ""kimia"": 65, ""biologi"": 98, ""sosiologi"": 98, ""ekonomi"": 80, ""geografi"": 84, ""pjok"": 60, ""informatika"": 78, ""seni_dan_prakarya"": 86}"
205,S018,2022/2023,7,Q1,2022-10-31,"{""pendidikan_agama"": 84, ""pendidikan_pancasila"": 65, ""bahasa_indonesia"": 95, ""matematika"": 75, ""bahasa_inggris"": 96, ""fisika"": 93, ""kimia"": 70, ""biologi"": 84, ""sosiologi"": 70, ""ekonomi"": 68, ""geografi"": 77, ""pjok"": 79, ""informatika"": 77, ""seni_dan_prakarya"": 91}"
206,S018,2022/2023,7,Q2,2023-01-31,"{""pendidikan_agama"": 69, ""pendidikan_pancasila"": 64, ""bahasa_indonesia"": 70, ""matematika"": 87, ""bahasa_inggris"": 77, ""fisika"": 86, ""kimia"": 79, ""biologi"": 90, ""sosiologi"": 64, ""ekonomi"": 83, ""geografi"": 76, ""pjok"": 75, ""informatika"": 100, ""seni_dan_prakarya"": 91}"
207,S018,2022/2023,7,Q3,2023-04-30,"{""pendidikan_agama"": 98, ""pendidikan_pancasila"": 99, ""bahasa_indonesia"": 72, ""matematika"": 89, ""bahasa_inggris"": 66, ""fisika"": 68, ""kimia"": 79, ""biologi"": 60, ""sosiologi"": 85, ""ekonomi"": 81, ""geografi"": 99, ""pjok"": 84, ""informatika"": 81, ""seni_dan_prakarya"": 88}"
